date,exchange_rate
1/14/2013,54.49966269
1/15/2013,54.62519697
1/16/2013,54.83467651
1/17/2013,54.39033513
1/18/2013,53.84569198
1/19/2013,53.84569198
1/20/2013,53.84569198
1/21/2013,53.75516025
1/22/2013,53.72005707
1/23/2013,53.60765191
1/24/2013,53.75533748
1/25/2013,53.79983666
1/26/2013,53.79983666
1/27/2013,53.79983666
1/28/2013,53.91475751
1/29/2013,53.74525422
1/30/2013,53.29000812
1/31/2013,53.22509225
2/1/2013,53.1977426
2/2/2013,53.1977426
2/3/2013,53.1977426
2/4/2013,53.27479339
2/5/2013,53.13511118
2/6/2013,53.15454613
2/7/2013,53.28510261
2/8/2013,53.50530881
2/9/2013,53.50530881
2/10/2013,53.50530881
2/11/2013,53.85482787
2/12/2013,53.83546659
2/13/2013,53.8189911
2/14/2013,53.93036692
2/15/2013,54.30018762
2/16/2013,54.30018762
2/17/2013,54.30018762
2/18/2013,54.30497304
2/19/2013,54.34489475
2/20/2013,54.07703815
2/21/2013,54.60488397
2/22/2013,54.25223722
2/23/2013,54.25223722
2/24/2013,54.25223722
2/25/2013,53.82516536
2/26/2013,54.09497591
2/27/2013,53.84515538
2/28/2013,54.37276259
3/1/2013,54.91384615
3/2/2013,54.91384615
3/3/2013,54.91384615
3/4/2013,54.86507265
3/5/2013,54.86496854
3/6/2013,54.75258918
3/7/2013,54.61260569
3/8/2013,54.37509549
3/9/2013,54.37509549
3/10/2013,54.37509549
3/11/2013,54.41280591
3/12/2013,54.19213974
3/13/2013,54.30629381
3/14/2013,54.36654557
3/15/2013,54.00504356
3/16/2013,54.00504356
3/17/2013,54.00504356
3/18/2013,54.12483564
3/19/2013,54.375
3/20/2013,54.34530707
3/21/2013,54.2447715
3/22/2013,54.341211
3/23/2013,54.341211
3/24/2013,54.341211
3/25/2013,54.22597603
3/26/2013,54.43278128
3/27/2013,54.46506892
3/28/2013,54.32721593
3/29/2013,54.32721593
3/30/2013,54.32721593
3/31/2013,54.32721593
4/1/2013,54.32721593
4/2/2013,54.17679128
4/3/2013,54.45509822
4/4/2013,54.89779997
4/5/2013,54.83467244
4/6/2013,54.83467244
4/7/2013,54.83467244
4/8/2013,54.53735698
4/9/2013,54.5398773
4/10/2013,54.52468287
4/11/2013,54.52473512
4/12/2013,54.52497702
4/13/2013,54.52497702
4/14/2013,54.52497702
4/15/2013,54.62885101
4/16/2013,54.10465382
4/17/2013,54.20519461
4/18/2013,53.97240322
4/19/2013,53.97255051
4/20/2013,53.97255051
4/21/2013,53.97255051
4/22/2013,54.14665951
4/23/2013,54.35488838
4/24/2013,54.22035983
4/25/2013,54.12538226
4/26/2013,54.32494807
4/27/2013,54.32494807
4/28/2013,54.32494807
4/29/2013,54.17295813
4/30/2013,53.75994492
5/1/2013,53.75994492
5/2/2013,53.76468804
5/3/2013,53.92481318
5/4/2013,53.92481318
5/5/2013,53.92481318
5/6/2013,54.16495003
5/7/2013,54.08789197
5/8/2013,54.12485725
5/9/2013,54.28093137
5/10/2013,54.9052972
5/11/2013,54.9052972
5/12/2013,54.9052972
5/13/2013,54.73776305
5/14/2013,54.76535409
5/15/2013,54.7673352
5/16/2013,54.77501939
5/17/2013,54.86517989
5/18/2013,54.86517989
5/19/2013,54.86517989
5/20/2013,55.08519412
5/21/2013,55.41504741
5/22/2013,55.56527122
